candidato,id,celda,ubicacion,cita,categoria,veredicto,ocurrencias,justificacion,refs
K-333,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:114,"derivationPath: derived.derivationPath,",,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-334,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:116,"chainId: CHAIN_ID,",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-335,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:123,"(account_id, address_index, address, derivation_path, network, chain_id, created_at)",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-336,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:130,"record.derivationPath,",,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-337,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:132,"record.chainId,",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-338,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:144,"chainId: record.chainId,",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-339,,celda-en-evaluacion,sut/backend/src/wallet/deposit-address-service.ts:163,"chainId: record.chainId,",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-340,,celda-en-evaluacion,sut/backend/src/wallet/events.ts:5,"* `{ accountId, addressIndex, address, chainId }`, que la épica 07 (fuera del alcance de",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-341,,celda-en-evaluacion,sut/backend/src/wallet/events.ts:15,chainId: string;,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-342,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:4,"* - RN-1/RN-2: el mnemonic es BIP-39 de **24 palabras** (256 bits de entropía de CSPRNG),",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-343,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:5,"*   validado en orden longitud → wordlist → checksum, con normalización NFKD.",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-344,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:22,"import { generateMnemonic, mnemonicToSeed, normalizeMnemonic, validateMnemonic } from './crypto/bip39.js';",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-345,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:23,import { deriveAccountAt } from './crypto/derivation.js';,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-346,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:68,/** Seed binaria BIP-39 de 64 bytes. Nunca se serializa ni se logea. */,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-347,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:79,"/** Mnemonic importado por configuración; si falta y no hay seed, se genera uno nuevo. */",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-348,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:80,mnemonic?: string | undefined;,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-349,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:106,"const mnemonic = decryptSecret(existing.payload, options.encryptionKey);",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-350,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:107,"return { seed: mnemonicToSeed(mnemonic, passphrase), generated: false };",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-351,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:122,let mnemonic: string;,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-352,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:123,if (options.mnemonic !== undefined && options.mnemonic !== '') {,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-353,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:124,const validation = validateMnemonic(options.mnemonic);,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-354,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:128,`El mnemonic provisto por configuración no es válido (motivo: ${validation.reason}). ` +,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-355,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:129,'Se exige un mnemonic BIP-39 de 24 palabras del wordlist inglés con checksum válido. ' +,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-356,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:133,// Se persiste el mnemonic en NFKD **sin** colapsar separadores: BIP-39 usa la frase,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-357,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:136,mnemonic = normalizeMnemonic(options.mnemonic);,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-358,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:138,mnemonic = generateMnemonic(256);,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-359,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:141,"const payload = encryptSecret(mnemonic, encryptionKey);",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-360,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:160,"return { seed: mnemonicToSeed(persisted, passphrase), generated: false };",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-361,,celda-en-evaluacion,sut/backend/src/wallet/seed-store.ts:171,"return { seed: mnemonicToSeed(roundTrip, passphrase), generated: true };",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-362,,celda-en-evaluacion,sut/backend/tests/epica-06-derivacion-integracion.test.ts:14,import { derivePrivateKeyAt } from '../src/wallet/crypto/derivation.js';,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-363,,celda-en-evaluacion,sut/backend/tests/epica-06-derivacion-integracion.test.ts:43,const { deriveAccountAt } = await import('../src/wallet/crypto/derivation.js');,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-364,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:6,* (BIP-39/BIP-32/BIP-44/EIP-55) viven en `tests/wallet-crypto.test.ts` y NO se repiten acá;,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-365,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:31,"import { mnemonicToSeed, validateMnemonic } from '../src/wallet/crypto/bip39.js';",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-366,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:32,"import { deriveAccountAt, derivationPathFor, derivePrivateKeyAt } from '../src/wallet/crypto/derivation.js';",,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-367,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:33,import { isValidChecksumAddress } from '../src/wallet/crypto/address.js';,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-368,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:37,/** Mnemonic BIP-39 de 24 palabras (256 bits de entropía) fijado para los tests. */,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-369,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:38,const MNEMONIC_24 =,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-370,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:41,/** 24 palabras del wordlist inglés cuyo checksum BIP-39 NO verifica (AT-06-01-05). */,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-371,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:42,const MNEMONIC_24_CHECKSUM_INVALIDO =,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-372,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:45,"/** 12 palabras válidas con checksum correcto para 128 bits (entropía incorrecta, AT-06-01-09). */",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-373,,celda-en-evaluacion,sut/backend/tests/epica-06-wallet.test.ts:46,const MNEMONIC_12_VALIDO =,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
